doTraining is on 
saveImages is on 
sendNotification is on 
forceConvert is off 
preProcess is off 
partitionData is off 
splitValidation is off 
useCachedNet is off 
recoverCheckpoint is off 
archiveNet is off 
evaluateNet is off 
Checking sequences...
Loaded (meta)data from cache...
[Warning: partitionData is off] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('CNN_Segmentation_Train_and_Evaluate', '/home/tyson/Dropbox/Academic/4th Year/ELEN4012/Raiden/matlab/CNN_Segmentation_Train_and_Evaluate.m', 218)" style="font-weight:bold">CNN_Segmentation_Train_and_Evaluate</a> (<a href="matlab: opentoline('/home/tyson/Dropbox/Academic/4th Year/ELEN4012/Raiden/matlab/CNN_Segmentation_Train_and_Evaluate.m',218,0)">line 218</a>)] 
Loaded datastores from cache...
Per-label pixel distribution:
      <strong>Name</strong>      <strong>PixelCount</strong>    <strong>ImagePixelCount</strong>
    <strong>________</strong>    <strong>__________</strong>    <strong>_______________</strong>
    'leader'    2.8531e+06      6.3149e+08   
    'stroke'    7.7115e+05      1.2676e+07   
    'sky'       5.0953e+08      7.4887e+08   
    'cloud'     1.2880e+08      2.6342e+08   
    'ground'    1.0198e+08      7.4897e+08   
    'other'     5.0236e+06      5.3363e+08   
Using training/validation split from cache...
Training images: 11628 
Validation images: 2907 
Testing images: 2451 
Setting up Network...
Network created
Setting up Training...
options = 
  <a href="matlab:helpPopup nnet.cnn.TrainingOptionsSGDM" style="font-weight:bold">TrainingOptionsSGDM</a> with properties:

                     Momentum: 9.0000e-01
             InitialLearnRate: 1.0000e-02
    LearnRateScheduleSettings: [1×1 struct]
             L2Regularization: 3.0000e-03
      GradientThresholdMethod: 'l2norm'
            GradientThreshold: 10
                    MaxEpochs: 30
                MiniBatchSize: 10
                      Verbose: 1
             VerboseFrequency: 50
               ValidationData: [1×1 pixelLabelImageDatastore]
          ValidationFrequency: 25
           ValidationPatience: 6
                      Shuffle: 'every-epoch'
               CheckpointPath: '/home/tyson/Raiden/networks/checkpoints'
         ExecutionEnvironment: 'auto'
                   WorkerLoad: []
                    OutputFcn: []
                        Plots: 'training-progress'
               SequenceLength: 'longest'
         SequencePaddingValue: 0
         DispatchInBackground: 0
Beginning training...
Training on single GPU.
Initializing input data normalization.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|       1 |         550 |       04:38:35 |       84.15% |       84.28% |       0.5290 |       0.3377 |          0.0100 |
|       1 |         575 |       04:50:44 |       79.70% |       80.61% |       0.5217 |       0.4035 |          0.0100 |
|       1 |         600 |       05:02:49 |       68.05% |       69.96% |       0.3681 |       0.4205 |          0.0100 |
|       1 |         625 |       05:14:56 |       85.50% |       84.09% |       0.2561 |       0.3232 |          0.0100 |
|       1 |         650 |       05:27:05 |       87.45% |       86.58% |       0.2284 |       0.3198 |          0.0100 |
|       1 |         675 |       05:39:17 |       86.65% |       85.54% |       0.2662 |       0.2850 |          0.0100 |
|       1 |         700 |       05:51:32 |       91.04% |       88.19% |       0.2392 |       0.2679 |          0.0100 |
|       1 |         725 |       06:03:45 |       87.32% |       89.08% |       0.2547 |       0.2958 |          0.0100 |
|       1 |         750 |       06:15:58 |       74.64% |       78.93% |       0.4310 |       0.3288 |          0.0100 |
|       1 |         775 |       06:28:07 |       84.35% |       87.69% |       0.2145 |       0.2551 |          0.0100 |
|       1 |         800 |       06:40:19 |       83.75% |       85.03% |       0.2731 |       0.2714 |          0.0100 |
|       1 |         825 |       06:52:24 |       86.05% |       85.33% |       0.3309 |       0.3121 |          0.0100 |
|       1 |         850 |       07:04:31 |       87.20% |       88.13% |       0.3279 |       0.2658 |          0.0100 |
|       1 |         875 |       07:16:39 |       90.77% |       89.72% |       0.1793 |       0.3042 |          0.0100 |
|       1 |         900 |       07:28:56 |       91.01% |       91.05% |       0.1618 |       0.2373 |          0.0100 |
|       1 |         925 |       07:41:13 |       90.33% |       92.04% |       0.1738 |       0.2267 |          0.0100 |
|       1 |         950 |       07:53:30 |       89.15% |       88.82% |       0.2332 |       0.2662 |          0.0100 |
|       1 |         975 |       08:05:40 |       91.51% |       91.68% |       0.1747 |       0.2249 |          0.0100 |
|       1 |        1000 |       08:17:50 |       89.75% |       90.42% |       0.3546 |       0.2392 |          0.0100 |
|       1 |        1025 |       08:29:56 |       91.86% |       89.50% |       0.1907 |       0.2311 |          0.0100 |
|       1 |        1050 |       08:42:01 |       90.97% |       90.94% |       0.2204 |       0.2159 |          0.0100 |
|       1 |        1075 |       08:54:07 |       79.94% |       84.39% |       0.3603 |       0.3103 |          0.0100 |
|       1 |        1100 |       09:06:25 |       77.33% |       86.06% |       0.3908 |       0.2458 |          0.0100 |
|       1 |        1125 |       09:18:39 |       90.39% |       90.45% |       0.1997 |       0.2375 |          0.0100 |
|       1 |        1150 |       09:30:53 |       90.31% |       91.21% |       0.1713 |       0.2127 |          0.0100 |
|       2 |        1175 |       09:43:16 |       91.33% |       89.90% |       0.2502 |       0.2007 |          0.0100 |
|       2 |        1200 |       09:55:31 |       93.73% |       91.98% |       0.1699 |       0.1842 |          0.0100 |
|       2 |        1225 |       10:07:40 |       92.60% |       92.54% |       0.1498 |       0.1900 |          0.0100 |
|       2 |        1250 |       10:19:45 |       91.89% |       91.57% |       0.1460 |       0.1761 |          0.0100 |
|       2 |        1275 |       10:31:53 |       87.11% |       89.57% |       0.2342 |       0.2029 |          0.0100 |
|       2 |        1300 |       10:44:02 |       91.75% |       92.72% |       0.1552 |       0.1708 |          0.0100 |
|       2 |        1325 |       10:56:13 |       90.53% |       91.17% |       0.1605 |       0.1899 |          0.0100 |
|       2 |        1350 |       11:08:18 |       91.84% |       91.68% |       0.1659 |       0.1801 |          0.0100 |
|       2 |        1375 |       11:20:28 |       93.76% |       92.62% |       0.1662 |       0.1697 |          0.0100 |
|       2 |        1400 |       11:32:33 |       92.03% |       91.71% |       0.1862 |       0.1780 |          0.0100 |
|       2 |        1425 |       11:44:38 |       93.70% |       92.45% |       0.1320 |       0.1664 |          0.0100 |
|       2 |        1450 |       11:56:48 |       94.47% |       93.59% |       0.1052 |       0.1592 |          0.0100 |
|       2 |        1475 |       12:08:56 |       91.17% |       93.07% |       0.1748 |       0.1649 |          0.0100 |
|       2 |        1500 |       12:21:01 |       94.53% |       92.60% |       0.1358 |       0.1599 |          0.0100 |
|       2 |        1525 |       12:33:10 |       86.71% |       91.54% |       0.2510 |       0.1660 |          0.0100 |
|       2 |        1550 |       12:45:15 |       94.25% |       93.79% |       0.1326 |       0.1463 |          0.0100 |
|       2 |        1575 |       12:57:20 |       91.39% |       90.00% |       0.1914 |       0.2129 |          0.0100 |
|       2 |        1600 |       13:09:31 |       92.42% |       92.40% |       0.1557 |       0.1685 |          0.0100 |
|       2 |        1625 |       13:21:44 |       94.32% |       93.98% |       0.1341 |       0.1619 |          0.0100 |
|       2 |        1650 |       13:33:49 |       93.07% |       93.46% |       0.1148 |       0.1552 |          0.0100 |
|       2 |        1675 |       13:45:57 |       94.68% |       94.14% |       0.1220 |       0.1473 |          0.0100 |
|       2 |        1700 |       13:58:02 |       91.18% |       89.48% |       0.1548 |       0.1880 |          0.0100 |
|======================================================================================================================|
Network created
[Warning: Trained network not archived] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('CNN_Segmentation_Train_and_Evaluate', '/home/tyson/Dropbox/Academic/4th Year/ELEN4012/Raiden/matlab/CNN_Segmentation_Train_and_Evaluate.m', 661)" style="font-weight:bold">CNN_Segmentation_Train_and_Evaluate</a> (<a href="matlab: opentoline('/home/tyson/Dropbox/Academic/4th Year/ELEN4012/Raiden/matlab/CNN_Segmentation_Train_and_Evaluate.m',661,0)">line 661</a>)] 
diary off
